代码,简称,截至日期,家数,本期持股数(万股),持股占已流通A股比例(%),同上期增减(万股),持股比例(%),上期家数
603861,白云电器,2023-03-31,2,337.7273,0.77,-38.9327,0.86,2
2544,普天科技,2023-03-31,1,900.0287,1.32,-152.07,1.54,1
300161,华中数控,2023-03-31,5,1263.346,6.36,-93.7399,6.83,4
2423,中粮资本,2023-03-31,1,662.4074,0.29,662.4074,0.0,0
688586,江航装备,2023-03-31,2,686.3062,1.21,525.7181,0.28,1
2191,劲嘉股份,2023-03-31,1,647.5759,0.44,-2659.74,2.25,3
2407,多氟多,2023-03-31,4,1619.5138,2.11,67.0428,2.03,3
2436,兴森科技,2023-03-31,2,2943.3351,1.74,394.9232,1.51,2
2583,海能达,2023-03-31,4,11600.0,6.39,11600.0,0.0,0
601999,出版传媒,2023-03-31,1,314.3426,0.57,-260.9174,1.04,3
2204,大连重工,2023-03-31,2,742.7723,0.38,350.0123,0.2,1
2454,松芝股份,2023-03-31,1,378.16,0.6,138.14,0.38,1
601579,会稽山,2023-03-31,1,245.69,0.51,-14.83,0.52,2
601139,深圳燃气,2023-03-31,1,907.0789,0.32,907.0789,0.0,0
601238,广汽集团,2023-03-31,1,1436.4318,0.14,1436.4318,0.0,0
2397,梦洁股份,2023-03-31,2,2095.31,2.78,1217.07,1.16,2
2213,大为股份,2023-03-31,1,583.53,2.47,0.0,2.47,1
2212,天融信,2023-03-31,1,1608.8325,1.36,1608.8325,0.0,0
2215,诺普信,2023-03-31,3,2174.5184,2.19,2174.5184,0.0,0
688276,百克生物,2023-03-31,1,207.1771,0.5,-698.0485,2.19,3
600968,海油发展,2023-03-31,6,16998.913,1.67,-605.41,1.73,6
301041,金百泽,2023-03-31,1,33.41,0.31,33.41,0.0,0
603323,苏农银行,2023-03-31,4,15254.0417,8.46,-1862.45,9.49,4
300114,中航电测,2023-03-31,2,1084.0671,1.84,926.9196,0.27,1
603087,甘李药业,2023-03-31,2,631.9304,1.12,63.4054,1.01,2
2443,金洲管道,2023-03-31,4,724.44,1.39,37.18,1.32,4
688425,铁建重工,2023-03-31,6,12062.3686,2.26,12062.3686,0.0,0
2223,鱼跃医疗,2023-03-31,5,6501.3666,6.49,3403.6223,3.09,4
2244,滨江集团,2023-03-31,1,4192.7821,1.35,418.5976,1.21,1
2227,奥特迅,2023-03-31,1,87.57,0.35,87.57,0.0,0
2237,恒邦股份,2023-03-31,2,1428.3335,1.24,660.8794,0.67,1
2235,安妮股份,2023-03-31,1,277.9983,0.48,277.9983,0.0,0
600939,重庆建工,2023-03-31,2,941.2662,0.49,-141.89,0.57,2
2233,塔牌集团,2023-03-31,2,1653.4883,1.39,1653.4883,0.0,0
2236,大华股份,2023-03-31,1,1405.4931,0.46,1405.4931,0.0,0
601198,东兴证券,2023-03-31,2,7363.7882,2.28,298.5882,2.19,2
2252,上海莱士,2023-03-31,1,7573.491,1.12,-61.84,1.13,1
688128,中国电研,2023-03-31,4,776.9988,1.92,-47.9186,2.04,3
2372,伟星新材,2023-03-31,2,2134.0204,1.34,-1133.8955,2.05,3
2245,蔚蓝锂芯,2023-03-31,1,1290.27,1.12,-1842.4466,2.72,3
2242,九阳股份,2023-03-31,1,335.3862,0.44,-614.868,1.24,3
603357,设计总院,2023-03-31,4,1051.0247,2.25,1051.0247,0.0,0
2251,步步高,2023-03-31,1,248.16,0.29,-1.25,0.29,1
300687,赛意信息,2023-03-31,1,465.0589,1.15,-574.205,2.57,1
2908,德生科技,2023-03-31,3,528.7101,1.71,-587.3502,3.62,3
2262,恩华药业,2023-03-31,1,1506.0,1.49,398.96,1.1,1
2560,通达股份,2023-03-31,1,276.6,0.52,-506.0683,1.48,3
2258,利尔化学,2023-03-31,2,2620.6534,3.27,-155.2629,3.47,2
2419,天虹股份,2023-03-31,2,747.2302,0.64,226.18,0.45,2
2322,理工能科,2023-03-31,1,468.94,1.24,468.94,0.0,0
2985,北摩高科,2023-03-31,2,697.9849,2.1,450.7856,0.74,1
688569,铁科轨道,2023-03-31,4,395.4131,1.88,395.4131,0.0,0
2805,丰元股份,2023-03-31,1,56.06,0.28,-6.32,0.31,1
601216,君正集团,2023-03-31,1,6710.3983,0.8,-283.4503,0.83,1
300054,鼎龙股份,2023-03-31,2,4531.1237,4.78,-1061.0253,5.9,4
601668,中国建筑,2023-03-31,3,43967.2653,1.05,-15755.442,1.42,4
688369,致远互联,2023-03-31,5,1217.3148,15.75,-156.6145,17.78,5
2271,东方雨虹,2023-03-31,1,3999.862,1.59,-2271.442,2.49,2
2268,电科网安,2023-03-31,3,1329.0578,1.57,-3598.2615,5.83,5
300680,隆盛科技,2023-03-31,5,1373.082,5.94,-635.2159,8.69,6
2446,盛路通信,2023-03-31,2,1210.1264,1.32,-1754.8195,3.25,4
2270,华明装备,2023-03-31,3,4075.5201,4.55,-2273.6773,7.08,5
300079,数码视讯,2023-03-31,1,675.8286,0.47,-251.63,0.65,1
2601,龙佰集团,2023-03-31,2,6222.1602,2.6,-300.0,2.73,2
300233,金城医药,2023-03-31,3,948.3675,2.45,628.3593,0.83,1
605358,立昂微,2023-03-31,1,1161.4538,1.72,47.6423,1.65,1
300115,长盈精密,2023-03-31,4,4881.7158,4.06,-825.6752,4.75,5
300015,爱尔眼科,2023-03-31,4,32893.7785,4.58,-693.6332,4.68,4
2299,圣农发展,2023-03-31,3,3181.1779,2.56,-939.7879,3.31,4
300747,锐科激光,2023-03-31,1,763.3084,1.35,-246.472,1.78,2
2636,金安国纪,2023-03-31,1,112.8109,0.15,112.8109,0.0,0
2276,万马股份,2023-03-31,2,1078.21,1.04,-437.12,1.46,4
2438,江苏神通,2023-03-31,1,1697.7561,3.35,128.93,3.09,1
2942,新农股份,2023-03-31,2,388.41,2.49,388.41,0.0,0
688055,龙腾光电,2023-03-31,1,352.6359,0.11,352.6359,0.0,0
2599,盛通股份,2023-03-31,1,403.09,0.75,15.38,0.72,1
603013,亚普股份,2023-03-31,3,444.5487,0.87,376.1887,0.13,1
601500,通用股份,2023-03-31,1,333.12,0.21,-2520.6,2.21,2
2285,世联行,2023-03-31,1,800.52,0.39,800.52,0.0,0
601969,海南矿业,2023-03-31,2,613.029,0.3,-132.151,0.37,2
300070,碧水源,2023-03-31,1,1599.3002,0.44,-351.6905,0.54,1
2782,可立克,2023-03-31,4,1212.7735,2.47,255.9835,2.01,4
2811,郑中设计,2023-03-31,1,169.7,0.62,169.7,0.0,0
2291,遥望科技,2023-03-31,3,5183.7971,5.69,-1977.9409,7.86,5
2292,奥飞娱乐,2023-03-31,2,1774.0,1.2,1774.0,0.0,0
2294,信立泰,2023-03-31,2,1365.2003,1.22,56.78,1.17,2
603799,华友钴业,2023-03-31,4,5491.7497,3.43,178.963,3.32,4
2529,海源复材,2023-03-31,3,1205.45,4.64,495.18,2.73,2
688687,凯因科技,2023-03-31,6,1596.6872,9.34,224.2143,8.03,5
300052,中青宝,2023-03-31,2,278.0229,1.06,12.9828,1.01,1
300759,康龙化成,2023-03-31,1,4851.1773,4.07,0.0,4.07,1
300344,立方数科,2023-03-31,2,820.79,1.28,820.79,0.0,0
601618,中国中冶,2023-03-31,1,6389.51,0.31,-2451.6,0.43,1
603337,杰克股份,2023-03-31,2,1688.7391,3.47,43.7351,3.38,2
300353,东土科技,2023-03-31,2,807.96,1.52,-197.5513,1.89,2
688660,电气风电,2023-03-31,2,1602.3795,1.2,-266.3093,1.4,2
603053,成都燃气,2023-03-31,1,225.42,0.25,225.42,0.0,0
600903,贵州燃气,2023-03-31,1,570.315,0.5,570.315,0.0,0
2478,常宝股份,2023-03-31,2,2090.23,2.35,0.0,2.34,2
603733,仙鹤股份,2023-03-31,1,404.9096,0.57,-955.3474,1.93,2
300075,数字政通,2023-03-31,2,680.0097,1.34,-309.34,1.94,3
2412,汉森制药,2023-03-31,1,229.2,0.46,229.2,0.0,0
300171,东富龙,2023-03-31,1,510.0,0.68,-322.7975,1.31,1
2506,协鑫集成,2023-03-31,1,5178.3387,0.89,5178.3387,0.0,0
300285,国瓷材料,2023-03-31,4,7753.3415,7.72,-173.2519,7.9,4
605151,西上海,2023-03-31,1,57.9032,0.43,57.9032,0.0,0
601888,中国中免,2023-03-31,3,3595.603,1.74,969.703,1.27,2
2315,焦点科技,2023-03-31,2,319.17,1.03,-191.98,1.64,1
2303,美盈森,2023-03-31,1,1807.18,1.18,733.44,0.7,1
2305,南国置业,2023-03-31,4,4033.16,2.33,2095.08,1.12,2
300264,佳创视讯,2023-03-31,1,175.18,0.41,175.18,0.0,0
300012,华测检测,2023-03-31,2,5943.0311,3.53,-2333.598,4.92,3
300007,汉威科技,2023-03-31,4,1512.1007,4.63,-426.2801,5.94,5
300033,同花顺,2023-03-31,3,1137.8493,2.12,-283.0077,2.64,3
300037,新宙邦,2023-03-31,3,4880.8019,6.55,514.0642,5.86,3
603018,华设集团,2023-03-31,2,2565.546,3.75,792.4628,2.59,1
300031,宝通科技,2023-03-31,1,501.03,1.22,168.0208,0.81,1
300463,迈克生物,2023-03-31,1,752.042,1.23,178.25,0.94,1
300101,振芯科技,2023-03-31,8,7948.1398,14.08,3326.5728,8.25,7
2756,永兴材料,2023-03-31,3,1237.0184,2.98,-470.6662,4.12,5
300045,华力创通,2023-03-31,1,292.4737,0.44,292.4737,0.0,0
300003,乐普医疗,2023-03-31,2,4122.704,2.19,2387.9805,0.92,1
2495,佳隆股份,2023-03-31,1,489.93,0.52,79.93,0.44,1
300238,冠昊生物,2023-03-31,1,328.72,1.24,328.72,0.0,0
300035,中科电气,2023-03-31,5,6065.1279,8.39,-505.8035,9.08,5
300001,特锐德,2023-03-31,2,1105.1809,1.06,495.6588,0.59,1
603639,海利尔,2023-03-31,1,631.897,1.86,-977.8311,4.73,3
300009,安科生物,2023-03-31,2,2997.8184,1.79,1104.3602,1.13,1
300087,荃银高科,2023-03-31,5,5934.5013,8.77,-318.1745,9.24,5
300142,沃森生物,2023-03-31,1,2828.5621,1.76,-2080.1773,3.06,2
301227,森鹰窗业,2023-03-31,6,299.9029,3.16,-27.7216,3.46,7
2311,海大集团,2023-03-31,2,5899.9832,3.55,0.0,3.55,2
2312,川发龙蟒,2023-03-31,1,1038.16,0.55,0.0,0.55,1
300127,银河磁体,2023-03-31,1,53.62,0.17,-1.39,0.17,1
2377,国创高新,2023-03-31,1,480.29,0.52,480.29,0.0,0
300454,深信服,2023-03-31,4,2045.2784,4.91,-349.8244,5.76,4
300593,新雷能,2023-03-31,4,3391.3679,8.2,-930.6218,10.53,4
300407,凯发电气,2023-03-31,1,368.92,1.21,368.92,0.0,0
2400,省广集团,2023-03-31,1,997.32,0.57,-412.55,0.81,1
2568,百润股份,2023-03-31,4,7740.5189,7.37,-168.35,7.53,4
2324,普利特,2023-03-31,4,5557.546,5.46,-110.036,5.59,4
601799,星宇股份,2023-03-31,4,1022.9808,3.58,-201.3302,4.29,5
2314,南山控股,2023-03-31,3,1729.92,0.64,1153.25,0.21,1
601519,大智慧,2023-03-31,1,600.0,0.29,600.0,0.0,0
2327,富安娜,2023-03-31,4,3790.0729,4.57,-281.08,4.91,4
2318,久立特材,2023-03-31,1,1669.1754,1.71,-4542.0166,6.36,3
2317,众生药业,2023-03-31,2,1837.8462,2.26,-1126.0312,3.64,2
688598,金博股份,2023-03-31,6,1141.8275,12.14,484.1912,6.99,4
2474,榕基软件,2023-03-31,1,175.38,0.28,175.38,0.0,0
300014,亿纬锂能,2023-03-31,5,6885.3082,3.37,602.3818,3.08,5
601801,皖新传媒,2023-03-31,3,2137.73,1.07,451.41,0.85,2
601877,正泰电器,2023-03-31,1,1360.7185,0.63,1360.7185,0.0,0
300017,网宿科技,2023-03-31,2,2637.5735,1.08,-952.03,1.47,2
300019,硅宝科技,2023-03-31,1,380.28,0.97,380.28,0.0,0
2385,大北农,2023-03-31,3,8422.5881,2.03,-5969.8643,3.48,4
2326,永太科技,2023-03-31,1,369.9607,0.42,-33.86,0.46,1
2329,皇氏集团,2023-03-31,1,121.63,0.14,-20.72,0.17,1
2334,英威腾,2023-03-31,4,5602.6844,7.16,4877.3445,0.93,1
2335,科华数据,2023-03-31,3,1583.3246,3.43,-809.2207,5.18,4
300624,万兴科技,2023-03-31,2,269.306,2.07,177.8146,0.7,1
2340,格林美,2023-03-31,4,12969.4835,2.53,5447.0435,1.46,2
2345,潮宏基,2023-03-31,5,5752.1575,6.47,2378.604,3.8,2
2906,华阳集团,2023-03-31,5,3282.5755,6.89,1121.2183,4.54,4
300999,金龙鱼,2023-03-31,2,837.4763,0.15,217.49,0.11,2
2351,漫步者,2023-03-31,1,1233.905,1.39,1233.905,0.0,0
603569,长久物流,2023-03-31,2,196.6505,0.35,196.6505,0.0,0
2353,杰瑞股份,2023-03-31,4,6088.3759,5.93,-385.9439,6.3,4
2375,亚厦股份,2023-03-31,1,2108.0485,1.57,-611.24,2.03,1
300039,上海凯宝,2023-03-31,1,211.12,0.2,211.12,0.0,0
300775,三角防务,2023-03-31,3,3109.8495,5.66,-66.37,6.36,3
2368,太极股份,2023-03-31,1,301.3668,0.5,301.3668,0.0,0
2373,千方科技,2023-03-31,1,4803.9465,3.04,4803.9465,0.0,0
