Date,传媒(2021),计算机(2021),石油石化(2021),美容护理(2021),农林牧渔(2021),社会服务(2021),家用电器(2021),非银金融(2021),汽车(2021),通信(2021),食品饮料(2021),机械设备(2021),电子(2021),煤炭(2021),电力设备(2021),交通运输(2021),医药生物(2021),商贸零售(2021),基础化工(2021),建筑材料(2021),有色金属(2021),银行(2021),公用事业(2021),轻工制造(2021),环保(2021),钢铁(2021),国防军工(2021),纺织服饰(2021),建筑装饰(2021)
,801760.SI,801750.SI,801960.SI,801980.SI,801010.SI,801210.SI,801110.SI,801790.SI,801880.SI,801770.SI,801120.SI,801890.SI,801080.SI,801950.SI,801730.SI,801170.SI,801150.SI,801200.SI,801030.SI,801710.SI,801050.SI,801780.SI,801160.SI,801140.SI,801970.SI,801040.SI,801740.SI,801130.SI,801720.SI
2022/9/26,478.06,"3,422.28","2,240.14","6,389.96","3,249.31","8,958.78","6,682.31","1,383.56","5,683.04","1,838.50","22,418.53","1,366.59","3,550.87","3,150.96","10,240.29","2,298.28","7,763.61","2,618.58","4,152.78","5,829.74","4,938.83","3,038.00","2,254.50","2,186.32","1,744.42","2,278.43","1,540.68","1,472.80","1,959.16"
2022/9/27,493.42,"3,506.45","2,231.85","6,552.72","3,332.99","9,435.86","6,775.48","1,394.87","5,729.99","1,885.53","23,112.37","1,391.16","3,623.33","3,139.22","10,323.99","2,364.86","8,137.86","2,705.24","4,201.96","5,948.03","4,942.51","3,049.16","2,266.36","2,250.04","1,784.81","2,297.53","1,563.07","1,520.38","1,979.43"
2022/9/28,482.01,"3,421.38","2,208.67","6,492.80","3,293.41","9,172.90","6,689.19","1,371.96","5,527.52","1,829.51","23,005.49","1,345.36","3,505.43","3,108.96","9,942.18","2,331.17","8,058.53","2,664.01","4,061.83","5,789.44","4,683.07","3,051.30","2,217.41","2,214.26","1,748.85","2,226.14","1,504.40","1,503.57","1,936.13"
2022/9/29,473.45,"3,418.15","2,203.15","6,494.36","3,294.05","9,022.62","6,614.59","1,354.41","5,520.44","1,817.78","22,921.31","1,346.88","3,493.43","3,182.13","10,058.55","2,290.90","8,182.78","2,621.69","4,095.71","5,745.63","4,744.83","3,014.63","2,207.88","2,191.32","1,738.36","2,218.92","1,510.05","1,479.72","1,914.61"
2022/9/30,473.2,"3,392.26","2,203.47","6,483.18","3,289.68","8,859.55","6,491.79","1,355.27","5,366.04","1,795.67","22,825.24","1,322.22","3,420.42","3,195.30","9,726.37","2,275.36","8,203.47","2,605.76","4,073.14","5,740.64","4,698.07","3,034.49","2,207.47","2,163.98","1,722.37","2,220.52","1,465.39","1,467.10","1,917.84"
2022/10/10,463.09,"3,303.08","2,214.40","6,395.27","3,399.91","8,588.82","6,390.43","1,343.24","5,223.09","1,766.86","21,752.61","1,298.09","3,273.34","3,229.29","9,514.39","2,244.51","8,036.40","2,527.58","3,987.44","5,634.37","4,600.69","2,990.41","2,213.93","2,127.75","1,699.46","2,208.76","1,440.67","1,454.53","1,909.38"
2022/10/11,462.58,"3,317.39","2,221.35","6,384.24","3,412.57","8,511.14","6,382.74","1,347.84","5,302.81","1,791.92","21,754.90","1,312.34","3,261.49","3,206.89","9,761.61","2,244.50","7,954.87","2,522.26","4,064.40","5,621.57","4,671.47","2,980.80","2,269.88","2,113.09","1,720.92","2,215.09","1,444.92","1,457.48","1,912.11"
2022/10/12,472.75,"3,449.40","2,219.91","6,442.77","3,479.60","8,632.85","6,458.70","1,379.06","5,498.81","1,856.34","21,611.77","1,364.91","3,405.48","3,228.74","10,186.48","2,254.12","8,028.51","2,538.84","4,141.81","5,701.24","4,759.33","2,992.02","2,291.37","2,147.43","1,758.94","2,244.49","1,473.22","1,486.02","1,949.02"
2022/10/13,474.32,"3,541.67","2,173.25","6,522.14","3,530.54","8,710.85","6,356.78","1,371.42","5,486.78","1,875.86","21,287.64","1,368.29","3,409.74","3,093.90","10,148.78","2,252.45","8,234.54","2,537.51","4,132.16","5,664.55","4,711.59","2,943.86","2,313.63","2,147.79","1,773.03","2,226.14","1,486.17","1,485.22","1,940.03"
2022/10/14,484.07,"3,616.59","2,206.57","6,673.87","3,525.73","8,976.58","6,460.32","1,389.23","5,599.35","1,885.93","21,744.53","1,397.31","3,492.56","3,121.08","10,439.65","2,304.21","8,821.62","2,603.89","4,220.23","5,817.15","4,828.35","2,977.62","2,331.94","2,191.82","1,803.07","2,267.54","1,519.95","1,511.75","1,966.36"
2022/10/17,489.67,"3,701.29","2,207.13","6,645.84","3,547.54","9,153.71","6,437.68","1,396.80","5,580.92","1,908.08","21,567.21","1,434.59","3,569.69","3,086.45","10,344.43","2,352.26","8,908.68","2,633.10","4,247.84","5,807.70","4,828.06","2,973.82","2,319.77","2,204.09","1,824.72","2,295.81","1,561.92","1,529.39","1,978.97"
2022/10/18,488.11,"3,677.00","2,195.59","6,592.81","3,548.20","9,156.24","6,440.33","1,388.45","5,622.08","1,928.58","21,447.96","1,438.77","3,557.92","3,082.98","10,436.70","2,357.64","9,081.03","2,641.36","4,249.64","5,784.71","4,813.22","2,968.85","2,316.14","2,202.68","1,834.31","2,289.52","1,562.01","1,524.22","1,977.51"
2022/10/19,480.8,"3,655.81","2,144.49","6,492.70","3,432.34","9,064.01","6,212.51","1,372.69","5,567.21","1,912.31","20,793.01","1,429.61","3,531.39","3,084.14","10,399.64","2,376.72","8,912.35","2,587.36","4,183.67","5,690.81","4,767.83","2,933.28","2,285.48","2,172.62","1,821.98","2,271.87","1,556.49","1,505.22","1,965.14"
2022/10/20,483.1,"3,681.99","2,149.50","6,565.04","3,402.50","9,160.22","6,104.37","1,367.16","5,476.86","1,903.87","20,742.11","1,416.63","3,600.84","3,019.56","10,110.05","2,349.70","8,929.15","2,579.93","4,157.81","5,608.30","4,703.93","2,924.33","2,264.63","2,156.72","1,796.52","2,259.30","1,558.81","1,497.81","1,953.52"
2022/10/21,476.35,"3,696.83","2,155.80","6,364.78","3,401.43","9,177.33","6,076.30","1,365.34","5,457.54","1,922.27","20,468.12","1,429.76","3,557.03","3,036.54","10,167.60","2,360.32","8,939.26","2,558.74","4,138.97","5,590.52","4,655.75","2,910.95","2,287.20","2,150.64","1,789.29","2,267.99","1,559.74","1,485.78","1,981.92"
2022/10/24,461.64,"3,683.22","2,134.53","6,088.25","3,315.52","8,824.61","5,908.31","1,328.01","5,376.56","1,900.65","19,272.53","1,425.30","3,539.68","2,970.51","9,997.98","2,278.16","8,664.27","2,472.88","4,093.57","5,401.11","4,655.07","2,827.91","2,248.59","2,106.69","1,757.07","2,255.30","1,612.67","1,455.45","1,937.53"
2022/10/25,457.19,"3,629.84","2,094.91","6,064.83","3,274.25","8,859.25","5,898.39","1,308.61","5,491.92","1,897.10","19,214.73","1,442.99","3,516.04","2,942.39","10,134.36","2,288.38","8,468.82","2,479.53","4,053.53","5,486.87","4,664.76","2,823.36","2,256.55","2,097.48","1,749.85","2,259.14","1,616.98","1,449.56","1,956.65"
2022/10/26,467.32,"3,801.94","2,092.94","6,475.58","3,192.75","9,134.41","5,945.09","1,316.82","5,507.04","1,925.22","19,198.90","1,462.21","3,603.67","2,903.76","10,236.35","2,312.25","8,890.58","2,524.47","4,105.63","5,541.54","4,710.05","2,798.52","2,270.48","2,134.85","1,779.36","2,263.70","1,641.47","1,468.64","1,964.53"
2022/10/27,473.89,"3,875.96","2,108.06","6,242.76","3,200.28","9,151.33","5,944.82","1,322.28","5,480.09","1,902.36","18,496.40","1,446.58","3,586.33","2,923.43","10,053.76","2,311.51","8,873.49","2,515.58","4,085.82","5,535.80","4,730.15","2,792.36","2,218.46","2,144.81","1,777.20","2,255.65","1,626.93","1,469.40","1,968.58"
2022/10/28,455.5,"3,779.99","2,060.97","6,068.40","3,058.86","8,939.83","5,766.37","1,289.12","5,235.17","1,858.08","18,018.29","1,396.91","3,474.34","2,906.11","9,634.58","2,253.79","8,665.05","2,457.01","3,915.21","5,295.65","4,552.58","2,771.33","2,147.43","2,080.96","1,724.99","2,167.38","1,594.48","1,411.81","1,916.47"
2022/10/31,460.78,"3,936.29","2,008.55","6,040.27","3,083.89","8,928.50","5,656.01","1,289.85","5,285.21","1,895.21","17,771.98","1,398.05","3,536.00","2,793.26","9,608.91","2,197.72","8,670.85","2,421.47","3,878.70","5,181.75","4,531.63","2,738.01","2,131.73","2,052.30","1,734.43","2,159.72","1,635.82","1,405.75","1,884.09"
2022/11/1,474.41,"3,986.07","2,043.83","6,346.30","3,190.91","9,429.81","5,826.92","1,333.13","5,490.18","1,896.73","19,016.67","1,443.27","3,611.77","2,810.07","10,002.19","2,258.37","8,921.96","2,540.62","3,994.82","5,406.58","4,717.44","2,788.34","2,166.54","2,108.72","1,784.26","2,201.47","1,626.93","1,443.32","1,932.77"
2022/11/2,488.06,"4,016.08","2,075.54","6,485.73","3,206.62","9,575.35","5,936.39","1,334.77","5,671.78","1,923.57","19,369.16","1,465.78","3,656.79","2,855.81","10,149.31","2,302.15","9,042.71","2,590.85","4,034.61","5,477.60","4,777.93","2,786.63","2,176.19","2,139.25","1,796.98","2,210.86","1,618.97","1,459.99","1,941.73"
2022/11/3,481.57,"3,933.87","2,082.43","6,501.57","3,203.34","9,610.87","5,914.18","1,324.58","5,684.09","1,909.42","19,100.31","1,473.41","3,708.24","2,839.28","10,156.71","2,285.62","8,992.20","2,603.99","4,074.32","5,463.81","4,776.48","2,762.18","2,168.43","2,131.59","1,804.35","2,210.52","1,637.76","1,456.09","1,938.41"
2022/11/4,492.68,"3,988.91","2,134.76","6,664.98","3,245.14","9,903.58","6,096.86","1,366.45","5,901.88","1,935.14","20,032.79","1,495.92","3,764.49","2,947.18","10,596.85","2,349.44","9,152.09","2,706.40","4,183.68","5,626.26","4,984.26","2,817.93","2,214.63","2,168.93","1,855.25","2,273.08","1,641.72","1,485.46","1,970.72"
2022/11/7,503.91,"3,983.47","2,185.59","6,680.24","3,285.81","9,926.87","6,131.52","1,371.19","5,888.58","1,923.14","20,058.61","1,491.31","3,773.18","3,002.01","10,605.04","2,350.32","9,150.55","2,691.11","4,226.65","5,667.08","5,094.07","2,816.39","2,220.81","2,205.54","1,861.39","2,311.55","1,613.36","1,512.13","1,988.39"
2022/11/8,503.12,"4,026.85","2,171.46","6,645.91","3,257.29","9,829.79","6,108.11","1,366.96","5,843.30","1,929.43","19,748.72","1,487.18","3,733.98","2,986.05","10,535.29","2,332.14","9,091.86","2,688.56","4,215.38","5,676.15","5,121.46","2,814.67","2,215.30","2,193.06","1,867.55","2,316.79","1,615.13","1,515.31","1,990.42"
2022/11/9,499.48,"3,975.95","2,155.69","6,603.97","3,222.51","9,885.82","6,105.41","1,357.43","5,790.01","1,904.77","19,473.90","1,488.55","3,705.82","2,941.46","10,345.28","2,325.68","9,174.68","2,678.95","4,218.19","5,706.47","5,124.10","2,816.15","2,218.15","2,210.38","1,869.31","2,328.91","1,603.74","1,515.98","1,987.34"
2022/11/10,513.09,"3,988.63","2,136.98","6,662.42","3,249.30","10,000.45","6,060.39","1,365.44","5,709.48","1,892.13","19,690.45","1,467.11","3,611.80","2,939.78","10,108.84","2,324.16","9,132.58","2,699.41","4,156.46","5,654.52","5,011.08","2,821.42","2,204.57","2,205.65","1,861.38","2,342.37","1,573.54","1,514.63","1,982.84"
2022/11/11,514.8,"3,986.97","2,181.48","6,689.05","3,271.18","10,055.08","6,287.59","1,407.98","5,763.34","1,910.98","20,246.51","1,490.04","3,650.59","2,997.28","10,234.40","2,352.78","9,112.88","2,727.71","4,216.41","5,918.07","5,127.57","2,920.32","2,222.91","2,254.67","1,862.27","2,358.83","1,589.64","1,524.58","2,029.88"
2022/11/14,517.91,"4,035.28","2,149.53","6,521.10","3,270.58","9,863.65","6,387.54","1,426.03","5,665.47","1,901.52","20,181.82","1,471.91","3,648.39","2,917.36","9,930.87","2,312.96","9,425.67","2,676.92","4,188.60","6,034.69","5,017.50","2,985.56","2,197.90","2,275.90","1,841.63","2,338.76","1,570.98","1,522.78","2,026.97"
2022/11/15,522.96,"4,114.84","2,170.77","6,638.17","3,281.29","9,982.00","6,495.76","1,469.15","5,787.81","1,939.40","20,701.33","1,508.37","3,849.29","2,935.47","10,172.36","2,335.05","9,491.30","2,703.70","4,275.55","6,163.60","5,082.68","2,993.14","2,237.49","2,304.72","1,868.25","2,361.51","1,596.15","1,536.68","2,047.79"
2022/11/16,530.18,"4,093.87","2,178.50","6,606.69","3,265.37","10,045.51","6,433.18","1,447.90","5,718.92","1,939.57","20,757.85","1,496.65","3,808.33","2,950.72","9,961.77","2,346.79","9,461.07","2,740.09","4,242.14","6,077.57","5,028.19","2,974.17","2,248.69","2,298.46","1,865.71","2,350.87","1,601.84","1,544.61","2,035.22"
2022/11/17,541.52,"4,201.38","2,160.22","6,554.45","3,287.37","10,050.42","6,401.67","1,458.34","5,635.64","1,950.24","20,607.25","1,493.44","3,852.81","2,851.07","9,820.94","2,351.45","9,540.67","2,744.76","4,223.05","6,070.42","4,947.68","2,950.64","2,236.42","2,293.03","1,860.28","2,346.40","1,605.70","1,545.69","2,040.60"
2022/11/18,541.16,"4,140.82","2,148.46","6,634.40","3,237.28","10,058.34","6,397.14","1,439.80","5,573.52","1,946.15","20,616.91","1,490.49","3,776.66","2,822.81","9,876.24","2,313.64","9,673.36","2,729.63","4,184.32","6,023.55","4,856.18","2,933.72","2,234.66","2,286.48","1,855.78","2,338.86","1,579.60","1,543.09","2,021.72"
2022/11/21,525.41,"4,130.87","2,146.88","6,460.89","3,232.42","9,836.80","6,295.95","1,414.09","5,623.09","1,936.44","20,112.02","1,508.69","3,774.90","2,812.00","9,970.20","2,294.73","9,665.92","2,686.89","4,211.11","6,015.74","4,875.34","2,924.78","2,242.43","2,278.22","1,858.46","2,339.24","1,597.70","1,544.19","2,012.00"
2022/11/22,520.9,"4,063.70","2,160.51","6,377.55","3,194.86","9,739.45","6,264.18","1,427.43","5,556.66","1,951.38","20,174.96","1,489.34","3,740.72","2,827.36","9,724.80","2,313.64","9,373.55","2,673.68","4,175.01","6,010.66","4,831.53","2,977.86","2,246.57","2,273.47","1,847.14","2,349.91","1,590.36","1,523.72","2,076.36"
2022/11/23,516.95,"4,013.20","2,179.99","6,366.78","3,166.86","9,556.43","6,280.19","1,425.77","5,553.12","1,928.09","20,105.39","1,488.68","3,706.49","2,862.25","9,913.80","2,312.77","9,154.21","2,649.81","4,178.35","6,017.88","4,854.31","2,987.25","2,276.72","2,257.00","1,857.51","2,366.76","1,582.71","1,511.41","2,110.68"
2022/11/24,511.6,"3,964.43","2,187.23","6,347.74","3,170.90","9,481.69","6,272.71","1,419.92","5,541.39","1,913.97","19,886.57","1,488.22","3,681.74","2,885.61","9,920.03","2,294.52","9,278.13","2,641.72","4,239.92","6,032.28","4,881.62","2,981.86","2,280.66","2,265.47","1,858.01","2,375.33","1,567.06","1,524.33","2,084.92"
2022/11/25,512.67,"3,914.49","2,206.10","6,326.15","3,190.84","9,460.83","6,310.55","1,440.57","5,459.45","1,903.67","19,875.77","1,469.50","3,641.41","2,948.57","9,679.90","2,314.31","9,201.27","2,630.35","4,192.46","6,154.11","4,842.93","3,052.53","2,294.14","2,276.01","1,850.48","2,389.11","1,544.74","1,518.41","2,123.43"
2022/11/28,512.6,"3,872.47","2,171.54","6,375.57","3,181.30","9,636.76","6,268.76","1,414.96","5,431.27","1,881.35","19,868.74","1,457.36","3,600.68","2,919.31","9,652.01","2,321.92","9,121.20","2,645.46","4,165.22","6,102.00","4,777.33","2,995.92","2,307.60","2,262.46","1,847.89","2,364.23","1,544.61","1,518.17","2,107.24"
2022/11/29,527.22,"3,949.55","2,206.05","6,531.83","3,215.88","10,094.90","6,432.98","1,484.45","5,504.87","1,898.99","20,754.27","1,481.31","3,657.17","2,965.04","9,679.26","2,374.07","9,371.53","2,744.35","4,236.76","6,356.03","4,843.74","3,138.68","2,296.38","2,326.69","1,862.07","2,406.53","1,548.27","1,549.60","2,164.04"
2022/11/30,527.53,"3,937.12","2,218.59","6,482.26","3,248.26","10,139.93","6,418.89","1,483.14","5,710.00","1,917.45","20,723.16","1,479.67","3,650.41","2,998.37","9,738.09","2,376.73","9,309.53","2,767.40","4,235.88","6,244.46","4,871.74","3,124.74","2,305.43","2,305.93","1,863.98","2,396.22","1,549.43","1,550.04","2,144.13"
2022/12/1,536,"4,043.77","2,228.86","6,652.14","3,289.32","10,163.77","6,473.47","1,487.69","5,745.41","1,954.03","21,401.00","1,485.84","3,689.22","2,965.34","9,874.48","2,380.36","9,328.42","2,826.17","4,277.24","6,267.34","4,943.64","3,107.64","2,298.09","2,336.16","1,864.16","2,408.63","1,562.61","1,569.44","2,127.21"
2022/12/2,538.66,"4,051.06","2,246.21","6,732.80","3,332.74","10,263.88","6,442.37","1,480.80","5,667.28","1,965.98","21,440.55","1,490.87","3,669.62","2,935.67","9,935.09","2,357.11","9,309.95","2,795.22","4,290.87","6,239.25","4,873.05","3,082.75","2,299.30","2,356.89","1,869.84","2,394.19","1,549.73","1,597.03","2,137.31"
2022/12/5,548.19,"4,114.68","2,279.15","6,734.27","3,355.04","10,294.94","6,588.59","1,545.37","5,695.23","2,017.05","21,847.33","1,504.83","3,679.06","2,981.14","9,793.84","2,431.95","9,347.05","2,840.23","4,315.44","6,451.11","4,951.19","3,171.46","2,318.94","2,390.60","1,880.21","2,461.92","1,556.27","1,613.33","2,238.98"
2022/12/6,542.29,"4,099.63","2,262.09","6,848.90","3,373.45","10,346.82","6,591.80","1,542.32","5,730.24","1,988.93","22,356.65","1,497.70","3,732.04","2,975.96","9,858.65","2,454.77","9,226.56","2,908.47","4,351.75","6,393.35","4,951.95","3,165.56","2,285.62","2,373.51","1,872.40","2,453.00","1,561.01","1,623.27","2,197.54"
2022/12/7,545.38,"4,075.83","2,233.23","6,882.09","3,401.64","10,506.21","6,650.17","1,524.99","5,745.88","1,972.82","22,399.31","1,487.51","3,699.35","2,915.45","9,967.99","2,487.80","9,377.21","2,952.62","4,328.90","6,308.37","4,940.79","3,130.46","2,262.08","2,371.83","1,875.07","2,424.04","1,550.71","1,650.99","2,173.11"
2022/12/8,545.36,"4,011.66","2,227.76","6,877.08","3,313.47","10,581.32","6,673.01","1,526.36","5,722.76","1,954.48","22,398.48","1,479.15","3,650.30","2,907.74","9,993.58","2,493.30","9,386.07","2,974.25","4,340.14","6,314.03","4,920.96","3,156.99","2,252.45","2,371.63","1,863.93","2,420.16","1,528.50","1,642.75","2,172.37"
2022/12/9,541.71,"3,996.42","2,228.75","6,862.64","3,305.43","10,459.55","6,876.55","1,536.88","5,703.49","1,934.29","22,987.65","1,479.13","3,670.25","2,928.40","9,958.54","2,466.16","9,439.72","2,946.08","4,370.62","6,513.95","5,002.23","3,194.70","2,237.30","2,402.08","1,859.54","2,445.86","1,524.81","1,627.09","2,166.98"
2022/12/12,533.55,"4,054.50","2,183.13","6,770.10","3,276.75","10,486.49","6,810.05","1,497.29","5,631.56","1,952.11","22,799.04","1,472.94","3,723.89","2,851.03","9,823.85","2,454.66","9,612.37","2,924.07","4,302.10","6,362.72","4,873.65","3,129.95","2,202.92","2,369.75","1,844.42","2,383.51","1,539.49","1,610.63","2,123.58"
2022/12/13,537.34,"3,956.92","2,188.25","6,865.47","3,358.47","10,622.76","6,779.96","1,503.13","5,589.26","1,918.39","23,001.32","1,454.01","3,658.03","2,863.43","9,624.29","2,491.21","9,555.69","2,923.52","4,270.41","6,401.05","4,886.65","3,155.71","2,203.32","2,397.88","1,841.35","2,409.70","1,510.71","1,636.37","2,128.00"
2022/12/14,542.71,"3,972.42","2,200.57","6,999.22","3,363.84","10,837.94","6,819.88","1,511.35","5,559.73","1,904.78","23,480.00","1,453.73","3,654.22","2,879.70","9,545.32","2,474.83","9,376.94","2,973.43","4,264.63","6,354.55","4,886.05","3,169.03","2,196.83","2,401.77","1,834.75","2,386.77","1,505.59","1,646.56","2,109.37"
2022/12/15,538.03,"4,013.08","2,173.43","6,976.09","3,333.32","10,725.57","6,748.64","1,496.74","5,691.42","1,918.10","23,299.43","1,462.44","3,716.55","2,835.61","9,772.93","2,443.16","9,352.37","2,956.60","4,264.83","6,266.35","4,881.96","3,130.46","2,195.04","2,379.10","1,841.53","2,372.59","1,507.09","1,624.77","2,101.10"
2022/12/16,532.83,"3,933.82","2,175.49","6,897.79","3,331.75","10,765.34","6,745.28","1,502.76","5,596.39","1,886.79","23,388.88","1,443.72","3,655.81","2,845.60","9,583.36","2,459.15","9,473.69","2,943.51","4,224.07","6,363.12","4,785.88","3,169.45","2,200.56","2,374.45","1,823.36","2,398.01","1,485.57","1,617.18","2,104.41"
2022/12/19,523.35,"3,869.61","2,111.34","6,774.46","3,248.90","10,671.77","6,674.06","1,461.57","5,551.92","1,843.21","23,129.10","1,420.70","3,566.77","2,776.29","9,550.68","2,407.24","9,103.10","2,869.31","4,154.28","6,236.80","4,749.72","3,117.25","2,150.37","2,340.54","1,779.23","2,331.60","1,470.39","1,578.23","2,039.55"
2022/12/20,514.91,"3,791.97","2,115.79","6,613.96","3,181.76","10,402.07","6,537.13","1,450.14","5,531.73","1,842.97","22,331.24","1,416.73","3,569.49","2,757.88","9,491.57","2,375.28","8,938.14","2,824.73","4,125.91","6,117.85","4,688.38","3,071.57","2,155.82","2,314.31","1,781.29","2,325.52","1,469.89","1,574.42","2,028.65"
2022/12/21,517.48,"3,760.92","2,116.41","6,658.06","3,222.37","10,567.04","6,532.47","1,452.10","5,446.62","1,826.61","22,621.39","1,400.68","3,524.68","2,740.61","9,357.33","2,385.74","8,940.20","2,852.69","4,128.37","6,154.82","4,659.66","3,087.45","2,137.84","2,318.44","1,764.62","2,314.33","1,442.99","1,577.16","2,013.12"
2022/12/22,519.92,"3,756.13","2,082.88","6,931.57","3,261.43","10,584.90","6,561.48","1,454.53","5,411.67","1,800.42","23,002.28","1,383.25","3,486.78","2,678.61","9,109.96","2,378.40","8,897.78","2,875.67","4,034.55","6,143.30","4,570.75","3,099.47","2,106.28","2,319.97","1,733.20","2,280.56","1,426.92","1,584.57","1,983.02"
2022/12/23,529.58,"3,819.49","2,064.02","6,884.24","3,227.40","10,684.05","6,530.19","1,454.44","5,304.32","1,816.26","23,138.97","1,371.55","3,441.72","2,683.19","9,005.47","2,364.39","8,981.87","2,854.51","3,985.71","6,096.52","4,556.30","3,087.20","2,109.38","2,307.46","1,728.29","2,275.74","1,413.25","1,556.52","1,981.53"
2022/12/26,530.72,"3,862.12","2,081.72","6,859.45","3,254.09","10,888.68","6,507.01","1,443.03","5,455.46","1,842.17","22,852.57","1,405.47","3,529.66","2,695.77","9,395.97","2,370.11","8,963.95","2,839.85","4,065.11","6,078.83","4,609.76","3,071.08","2,139.95","2,317.19","1,763.76","2,286.37","1,459.03","1,567.76","1,992.38"
2022/12/27,530.89,"3,851.24","2,116.03","7,140.83","3,328.59","10,865.70","6,617.69","1,465.99","5,460.33","1,860.52","23,050.76","1,412.63","3,560.57","2,745.13","9,501.55","2,403.18","8,919.11","2,856.81","4,106.50","6,132.36","4,685.87","3,125.02","2,149.92","2,345.14","1,775.36","2,315.84","1,468.53","1,585.75","2,009.95"
2022/12/28,531.36,"3,793.92","2,111.75","7,096.79","3,270.94","10,821.68","6,530.82","1,465.57","5,314.79","1,832.85","22,980.48","1,395.47","3,510.18","2,727.59","9,415.15","2,363.72","8,947.20","2,839.71","4,058.50","6,069.37","4,652.98","3,156.62","2,189.51","2,327.29","1,763.19","2,314.44","1,451.92","1,566.95","1,993.58"
2022/12/29,527.02,"3,832.96","2,083.64","7,138.25","3,245.19","10,693.06","6,478.19","1,457.35","5,304.86","1,828.21","22,783.08","1,394.02","3,497.57","2,667.78","9,375.26","2,331.95","9,100.72","2,834.53","4,050.19","5,979.37","4,604.68","3,139.41","2,173.77","2,302.74","1,751.25","2,290.58","1,475.21","1,555.08","1,970.85"
2022/12/30,539.82,"3,873.45","2,090.68","7,151.56","3,294.77","10,794.71","6,485.78","1,473.12","5,342.91","1,838.28","22,956.30","1,398.74","3,486.70","2,672.19","9,348.25","2,364.99","9,069.94","2,866.74","4,051.36","6,032.67","4,583.23","3,158.22","2,198.51","2,326.17","1,769.44","2,285.98","1,477.62","1,573.75","1,993.53"
2023/1/3,554.78,"4,056.80","2,106.98","7,098.78","3,265.29","10,722.73","6,511.72","1,469.34","5,416.62","1,921.38","22,685.87","1,426.24","3,554.59","2,694.61","9,474.10","2,364.08","9,182.31","2,851.84","4,109.20","6,080.48","4,705.32","3,173.73","2,238.66","2,339.22","1,795.42","2,311.89","1,517.50","1,595.26","2,024.62"
2023/1/4,560.89,"4,087.09","2,099.37","7,102.39","3,272.87","10,864.79","6,653.56","1,486.35","5,385.99","1,934.01","22,688.24","1,425.35","3,512.10","2,640.68","9,297.21","2,365.77","9,210.36","2,863.16","4,103.00","6,226.68","4,626.85","3,238.10","2,233.23","2,399.56","1,800.56","2,311.94","1,514.08","1,598.08","2,045.31"
2023/1/5,566.04,"4,107.83","2,113.64","7,250.78","3,274.73","10,914.58","6,804.02","1,509.36","5,488.97","1,941.73","23,611.09","1,435.31","3,558.60","2,647.05","9,555.61","2,393.73","9,371.84","2,907.57","4,133.23","6,301.73","4,685.66","3,234.08","2,243.85","2,410.92","1,814.75","2,320.77","1,518.53","1,600.70","2,050.21"
2023/1/6,552.14,"4,073.10","2,138.84","7,155.48","3,254.63","10,690.64","6,775.97","1,512.23","5,552.36","1,931.20","23,574.89","1,440.18","3,562.02","2,673.76","9,810.71","2,361.55","9,288.82","2,874.35","4,182.69","6,338.84","4,748.11","3,227.64","2,260.27","2,418.00","1,813.31","2,335.36","1,508.10","1,585.58","2,048.44"
2023/1/9,558.55,"4,080.16","2,147.61","7,276.40","3,307.71","10,812.51","6,777.56","1,540.10","5,587.39","1,931.89","24,056.41","1,449.88","3,592.85","2,694.19","9,863.31","2,370.83","9,349.21","2,882.33","4,206.23","6,342.98","4,884.33","3,234.32","2,241.01","2,420.86","1,815.93","2,342.60","1,480.92","1,610.12","2,053.32"
2023/1/10,563.65,"4,087.44","2,123.42","7,347.22","3,298.99","10,772.88","6,791.30","1,521.52","5,673.20","1,929.06","24,193.78","1,449.65","3,623.91","2,669.48","9,957.21","2,350.86","9,423.52","2,917.73","4,174.92","6,348.67","4,895.65","3,197.95","2,227.18","2,415.95","1,807.29","2,318.32","1,467.13","1,611.90","2,033.50"
2023/1/11,550.35,"4,011.47","2,143.05","7,274.04","3,291.24","10,659.40","6,843.99","1,528.39","5,614.94","1,926.61","24,037.66","1,436.11","3,594.17","2,776.39","9,843.36","2,339.26","9,380.36","2,869.80","4,153.83","6,364.44","4,877.90","3,229.17","2,220.03","2,414.45","1,799.95","2,324.62","1,452.54","1,600.44","2,031.66"
2023/1/12,551.73,"4,035.38","2,133.51","7,191.01","3,270.95","10,542.89","6,829.09","1,541.14","5,664.25","1,947.93","23,868.42","1,444.62","3,604.77","2,771.80","9,946.86","2,340.17","9,341.99","2,840.17","4,158.07","6,321.62","4,891.74","3,230.08","2,216.14","2,400.24","1,797.48","2,319.70","1,456.40","1,597.35","2,021.15"
2023/1/13,558.79,"4,034.22","2,141.88","7,308.74","3,346.18","10,652.52","6,960.15","1,576.23","5,668.80","1,940.45","24,529.91","1,451.42","3,595.54","2,770.10","9,937.27","2,375.71","9,541.64","2,887.09","4,174.66","6,476.94","4,904.07","3,265.10","2,217.20","2,439.63","1,800.46","2,327.09","1,452.07","1,611.69","2,029.58"
2023/1/16,558.01,"4,136.54","2,182.95","7,427.93","3,409.78","10,699.06","7,129.12","1,607.51","5,653.52","1,945.43","24,996.76","1,457.13","3,676.76","2,761.75","10,020.98","2,396.15","9,767.22","2,930.86","4,218.80","6,533.63","4,950.51","3,274.62","2,224.79","2,454.64","1,809.97","2,345.61","1,477.27","1,631.49","2,043.13"
